Rijeci,Leme
za,za
i,i
korizmeni,korizmen
da,da
postoji,postojati
petica,petica
preuzeo,preuzeti
potrebna,potreban
svoje,svoj
relativno,relativno
stari,star
kvržica,kvržica
se,sebe
pratiti,pratiti
vas,vi
koji,koji
bila,biti
smo,biti
najveći,velik
pouzdanim,pouzdan
na,na
na,na
radnoj,radni
često,često
napuste,napustiti
istom,isti
se,sebe
da,da
a,a
dakle,dakle
u,u
od,od
za,za
da,da
ljude,čovjek
životinja,životinja
glasom,glas
lika,lik
i,i
jednom,jedan
izjavio,izjaviti
i,i
i,i
ako,ako
zaželio,zaželjeti
je,biti
3,3
počela,početi
puno,puno
pod,pod
a,a
iz,iz
duplu,dupli
youtubeu,youtube
trgovačkim,trgovački
maramicom,maramica
donja,donji
u,u
riječju,riječ
nastupila,nastupiti
sirijskog,sirijski
turizma,turizam
na,na
svake,svaki
po,po
i,i
pa,pa
izjavio,izjaviti
ostvarivati,ostvarivati
ćeš,htjeti
pomažu,pomagati
agresivne,agresivan
i,i
i,i
izum,izum
kriju,kriti
su,biti
kompanije,kompanija
bila,biti
proučavanje,proučavanje
sati,sat
jednak,jednak
dvoranu,dvorana
melodije,melodija
on,on
primjetio,primjetiti
i,i
trener,trener
u,u
cdu,cd
u,u
tiče,ticati
evo,evo
tragova,trag
seriji,serija
je,biti
zato,zato
u,u
u,u
što,što
moderna,moderan
prilika,prilika
izjavio,izjaviti
potrošači,potrošač
mogao,moći
će,htjeti
to,taj
teške,težak
tvrtci,tvrtka
600,600
potom,potom
kraju,kraj
uspostavljena,uspostaviti
ide,ići
htio,htjeti
huawei,huawei
straha,strah
razgovarali,razgovarati
nego,nego
prodavati,prodavati
i,i
do,do
toga,taj
bismo,biti
promjena,promjena
došle,doći
surađivala,surađivati
među,među
u,u
i,i
troškove,trošak
član,član
u,u
ovo,ovaj
putevima,put
različitih,različit
izdvaja,izdvajati
ako,ako
roditelji,roditelj
u,u
radionice,radionica
se,sebe
motor,motor
ništa,ništa
međusobno,međusobno
omogućuje,omogućivati
kupljene,kupiti
broj,broj
stavio,staviti
će,htjeti
u,u
i,i
zabavno,zabavno
1,1
znači,značiti
bi,biti
tada,tada
to,taj
ubiti,ubiti
te,te
kao,kao
a,a
je,biti
i,i
program,program
pišu,pisati
vezi,veza
visinu,visina
ponovno,ponovno
uredu,ured
izbor,izbor
pripovjedača,pripovjedač
siječnja,siječanj
nikad,nikad
svojom,svoj
pomirenje,pomirenje
proglasili,proglasiti
kao,kao
nepostojanje,nepostojanje
nikolića,nikolić
su,biti
od,od
kvržice,kvržica
osjećali,osjećati
na,na
na,na
šuti,šutiti
bit,biti
stalno,stalno
je,biti
dosta,dosta
rumunjskih,rumunjski
rumunjski,rumunjski
toj,taj
vision,vision
kremu,krema
više,mnogo
jednostavna,jednostavan
a,a
koštunicom,koštunica
zatim,zatim
krizu,kriza
ju,on
opet,opet
setimes,setimes
djelovanja,djelovanje
sa,sa
će,htjeti
građani,građanin
odgovaraju,odgovarati
se,sebe
prijatelji,prijatelj
da,da
sustavi,sustav
dužnosnike,dužnosnik
će,htjeti
i,i
kako,kako
češkog,češki
financijsku,financijski
u,u
konzole,konzola
doba,doba
njezin,njezin
oku,oko
vjeri,vjera
su,biti
i,i
proučavao,proučavati
to,taj
brojne,brojan
a,a
a,a
odgovornostima,odgovornost
o,o
mladih,mlad
nacionalnih,nacionalan
tu,tu
u,u
i,i
i,i
afinitet,afinitet
parlamenta,parlament
ii,ii
clubman,clubman
obrazovanju,obrazovanje
čaše,čaša
nema,nemati
trebalo,trebati
na,na
okrenuo,okrenuti
će,htjeti
i,i
iz,iz
pripravnicima,pripravnik
kao,kao
nadodana,nadodati
nacionalni,nacionalan
tj,tj
k,k
7,7
ali,ali
događaj,događaj
to,taj
tvoje,tvoj
vještina,vještina
pokušajem,pokušaj
daptonea,daptone
se,sebe
do,do
nedavno,nedavno
zapadnoj,zapadni
u,u
bi,biti
siromaštvu,siromaštvo
vrtića,vrtić
znanosti,znanost
milijun,milijun
iznosi,iznositi
su,biti
voda,voda
koja,koji
događaj,događaj
svoje,svoj
vodstvo,vodstvo
no,no
je,biti
0,0
a,a
predavač,predavač
odjeljku,odjeljak
postavljenu,postaviti
s,sa
se,sebe
ipak,ipak
svakako,svakako
john,john
jedna,jedan
našli,naći
u,u
o,o
životni,životan
je,biti
ćemo,htjeti
smiju,smjeti
i,i
ako,ako
jednako,jednako
je,biti
smo,biti
samostalnih,samostalan
za,za
crno,crno
sustav,sustav
ste,biti
do,do
s,sa
prevedeno,prevesti
o,o
kosovo,kosovo
preporučila,preporučiti
luka,luka
peder,peder
završnom,završan
glas,glas
uvijek,uvijek
njegovog,njegov
se,sebe
provođenje,provođenje
za,za
uobičajenih,uobičajen
nego,nego
unutarnjim,unutarnji
prognozi,prognoza
iz,iz
natjecanje,natjecanje
događanja,događanje
novac,novac
i,i
članica,članica
mlijeka,mlijeko
pred,pred
zahtjeve,zahtjev
na,na
se,sebe
osnovane,osnovati
kraj,kraj
vijeća,vijeće
u,u
apsolutna,apsolutan
puta,put
je,biti
vaših,vaš
u,u
ako,ako
nikad,nikad
čega,što
očito,očito
ravnatelj,ravnatelj
tome,taj
problem,problem
u,u
kako,kako
koji,koji
na,na
moj,moj
su,biti
slabosti,slabost
organe,organ
se,sebe
jer,jer
tzv,tzv
koji,koji
i,i
štititi,štititi
u,u
poslovanju,poslovanje
ga,on
može,moći
sati,sat
mogu,moći
odjednom,odjednom
izbor,izbor
posve,posve
karikature,karikatura
fotografije,fotografija
stvaralaštvo,stvaralaštvo
kako,kako
sustav,sustav
dodaje,dodavati
jamie,jamie
stilove,stil
tako,tako
za,za
iphone,iphone
na,na
konzum,konzum
drugog,drugi
hrvatskoj,hrvatska
je,biti
djeca,dijete
draža,draža
istim,isti
trebalo,trebati
situaciji,situacija
strankama,stranka
pogotovo,pogotovo
oca,otac
u,u
neprimjerenim,neprimjeren
spavati,spavati
parlamentarni,parlamentaran
će,htjeti
stranice,stranica
na,na
još,još
da,da
juhu,juha
činila,činiti
ovi,ovaj
je,biti
spektakularno,spektakularan
se,sebe
se,sebe
je,biti
brzo,brzo
razvoj,razvoj
svojevremeno,svojevremeno
opasnih,opasan
su,biti
izvođači,izvođač
muževi,muž
od,od
nekoliko,nekoliko
proljetnom,proljetni
dolaze,dolaziti
uređajima,uređaj
eulex,eulex
velike,velik
koliko,koliko
mu,on
i,i
što,što
u,u
kojem,koji
i,i
židova,židov
pjesmom,pjesma
u,u
trbuh,trbuh
emocionalne,emocionalan
pravo,pravo
i,i
da,da
dolara,dolar
i,i
ću,htjeti
u,u
nas,mi
su,biti
slučajno,slučajno
udruge,udruga
je,biti
196,196
idealno,idealno
iziđe,izići
njihovom,njihov
nije,biti
kršćanin,kršćanin
dionica,dionica
tom,tom
će,htjeti
karizmatičnu,karizmatičan
muzika,muzika
nešto,nešto
u,u
iz,iz
musthave,musthave
kojemu,koji
proizvodni,proizvodni
zanimljivo,zanimljiv
no,no
neupitno,neupitno
zagrebu,zagreb
stil,stil
rješenja,rješenje
ma,ma
ako,ako
treba,trebati
zaštiti,zaštita
na,na
na,na
je,biti
nasmije,nasmijati
attachto,attachto
vrhunski,vrhunski
ovamo,ovamo
odgovor,odgovor
kako,kako
nađu,naći
ferdo,ferdo
učiti,učiti
kako,kako
onima,onaj
što,što
prosinca,prosinac
istaknula,istaknuti
dana,dan
kraja,kraj
dizajn,dizajn
stotina,stotina
homeopatski,homeopatski
je,biti
krajem,krajem
mene,ja
nadalje,nadalje
skripta,skripta
ovdje,ovdje
će,htjeti
centru,centar
ili,ili
moja,moj
pitomača,pitomača
krema,krema
i,i
prašine,prašina
suradnja,suradnja
prof,prof
neku,neki
na,na
2013,2013
i,i
jer,jer
austrijanca,austrijanc
direktora,direktor
kako,kako
primjer,primjer
se,sebe
svoje,svoj
ipada,ipad
velikog,veliki
pomoć,pomoć
center,center
našeg,naš
nekom,neki
isto,isti
sporazuma,sporazum
li,li
je,biti
roditelji,roditelj
je,biti
nažalost,nažalost
ostala,ostati
pravda,pravda
zna,znati
glavni,glavni
grupe,grupa
maria,maria
50,50
samo,samo
ili,ili
bandiću,bandić
i,i
je,biti
vaše,vaš
trebao,trebati
izraela,izrael
odnosno,odnosno
slavili,slaviti
idealnih,idealan
znoj,znoj
studij,studij
nenad,nenad
zvuči,zvučiti
pustili,pustiti
drugoj,drugi
statusi,status
oblici,oblik
mjesta,mjesto
ukazivao,ukazivati
odavno,odavno
koštati,koštati
razbiše,razbiti
niz,niz
proizvodnje,proizvodnja
probnom,probni
ustrajavajući,ustrajavati
rpgova,rpg
prije,prije
ću,htjeti
je,biti
svi,sav
obilježila,obilježiti
tako,tako
pomoću,pomoć
crnog,crn
ubrza,ubrzati
karti,karta
disanje,disanje
izađe,izaći
koji,koji
za,za
možemo,moći
lefthand,lefthand
ocrtavale,ocrtavati
nacionalnih,nacionalan
nasuprot,nasuprot
ili,ili
njegova,njegov
44,44
je,biti
kršenjem,kršenje
i,i
ništa,ništa
je,biti
55,55
da,da
dužnost,dužnost
i,i
svijeta,svijet
natou,nato
teme,tema
bi,biti
kad,kad
opisati,opisati
solunski,solunski
smrtnom,smrtan
naglasiti,naglasiti
da,da
problemu,problem
u,u
potrebno,potreban
razvitku,razvitak
obradi,obraditi
spremna,spreman
vesela,veseo
stilska,stilski
to,taj
što,što
kao,kao
onih,onaj
će,htjeti
bi,biti
nastave,nastava
trgovina,trgovina
dio,dio
stvarno,stvarno
u,u
je,biti
ako,ako
bio,biti
moraju,morati
ili,ili
nakon,nakon
klima,klima
istinu,istina
u,u
krenula,krenuti
vlada,vlada
članovima,član
njih,oni
sati,sat
lutfi,lutfi
opsega,opseg
coe,coe
tim,taj
obzirom,obzir
zadnjih,zadnji
mogao,moći
pokazala,pokazati
nama,mi
odvajanja,odvajanje
program,program
mračni,mračan
uključujući,uključivati
tek,tek
od,od
ističem,isticati
i,i
svakako,svakako
ideja,ideja
se,sebe
a,a
to,taj
ipak,ipak
narcissea,narcisse
i,i
maturanata,maturant
autorima,autor
svakodnevne,svakodnevan
visoko,visok
51,51
i,i
su,biti
iduće,idući
o,o
u,u
nije,biti
osmišljena,osmisliti
odlazili,odlaziti
ako,ako
najava,najava
autoritarni,autoritaran
u,u
njemačkoj,njemačka
albaniji,albanija
tako,tako
ii,ii
da,da
priopćila,priopćiti
pacijentima,pacijent
ovlasti,ovlast
bi,biti
pokazivao,pokazivati
jest,biti
ih,oni
susreta,susret
za,za
pa,pa
na,na
težine,težina
tako,tako
trećem,treći
izjava,izjava
te,te
bili,biti
razumjeli,razumjeti
to,taj
je,biti
ministarstvo,ministarstvo
čeljusti,čeljust
zgrade,zgrada
bodova,bod
krize,kriza
riječima,riječ
crkve,crkva
koji,koji
maloprodajnim,maloprodajni
aleksandar,aleksandar
da,da
sindikata,sindikat
festival,festival
knjizi,knjiga
izašlo,izaći
a,a
dugom,dug
se,sebe
kao,kao
su,biti
situaciju,situacija
visokog,visok
ne,ne
ih,oni
od,od
je,biti
se,sebe
odnose,odnos
naslov,naslov
nema,nemati
može,moći
bilo,biti
da,da
i,i
da,da
ovaj,ovaj
pozicionira,pozicionirati
tržišnom,tržišni
šerifović,šerifović
tisuće,tisuća
je,biti
kao,kao
naravno,naravno
ti,ti
neprihvatljiv,neprihvatljiv
dok,dok
zaključili,zaključiti
pod,pod
kojoj,koji
dobud,dobud
društvenih,društven
kao,kao
proljetne,proljetni
vještina,vještina
često,često
preozbiljni,preozbiljan
nema,nemati
european,european
eksperimente,eksperiment
je,biti
je,biti
znaš,znati
bih,bih
nezaustavljivo,nezaustavljivo
povjerenja,povjerenje
osposobljavajući,osposobljavati
kako,kako
direktor,direktor
kunu,kuna
slijedio,slijediti
je,biti
je,biti
očekuju,očekivati
što,što
odluka,odluka
161,161
u,u
lagana,lagan
programu,program
pokrenuta,pokrenuti
opere,oprati
kuran,kuran
pukotina,pukotina
večernji,večernji
ovim,ovaj
tjedna,tjedan
i,i
ili,ili
podijelila,podijeliti
no,no
što,što
koji,koji
tulumu,tulum
pomoći,pomoći
obilježja,obilježje
zagreb,zagreb
sony,sony
se,sebe
ja,ja
koncertima,koncert
malu,mali
na,na
povijesti,povijest
života,život
se,sebe
samostalno,samostalno
se,sebe
numena,numen
da,da
navodi,navoditi
su,biti
radi,raditi
planu,plan
vaš,vaš
i,i
biti,biti
dobri,dobar
sam,biti
sve,sve
je,biti
na,na
ih,oni
a,a
rizicima,rizik
šupljine,šupljina
i,i
festival,festival
su,biti
ta,taj
allianoia,allianoi
iza,iza
etikete,etiketa
na,na
studiju,studij
mene,ja
subjektima,subjekt
moguć,moguć
sandra,sandra
je,biti
pravila,pravilo
i,i
na,na
godine,godina
su,biti
oko,oko
cvijeće,cvijeće
to,taj
s,sa
kazališnu,kazališni
nikola,nikola
ga,on
sam,biti
stimulacije,stimulacija
ministarstva,ministarstvo
a,a
može,moći
je,biti
slavne,slavan
upalu,upala
vraćam,vraćati
razgovore,razgovor
ukratko,ukratko
ga,on
na,na
zapadnjački,zapadnjački
privlačan,privlačan
u,u
ili,ili
je,biti
poboljšati,poboljšati
standarde,standard
stvaranje,stvaranje
sesvetama,sesvete
showu,show
kraja,kraj
i,i
se,sebe
crvenkovski,crvenkovski
hrvata,hrvat
nastupe,nastupiti
protivnika,protivnik
zanimljivosti,zanimljivost
su,biti
tegobe,tegoba
ono,on
protivnik,protivnik
plaća,plaćati
iz,iz
za,za
to,taj
mogli,moći
i,i
mišljenje,mišljenje
tržište,tržište
duljini,duljina
modula,modul
jedan,jedan
nešto,nešto
je,biti
nije,biti
iz,iz
usmjeriti,usmjeriti
aplikacija,aplikacija
pa,pa
podigne,podići
daje,davati
u,u
spot,spot
prisilno,prisilan
očitih,očit
vam,vi
stjepan,stjepan
branko,branko
nagrade,nagrada
očeva,očev
sam,biti
skida,skidati
ponuđena,ponuditi
poljska,poljska
kako,kako
konvencija,konvencija
stilu,stil
nives,nives
neki,neki
i,i
odmah,odmah
toplinom,toplina
je,biti
dragi,drag
šutnja,šutnja
tamnu,taman
imena,ime
danas,danas
ugovore,ugovor
građani,građanin
svađe,svađa
trebaju,trebati
ekonomije,ekonomija
namijenjeno,namijenjen
čitatelja,čitatelj
prvi,prvi
slučaja,slučaj
je,biti
republike,republika
budući,budući
apma,apma
suvlasnika,suvlasnik
ponove,ponoviti
ali,ali
jačao,jačati
pokucaš,pokucati
je,biti
desna,desni
najmanje,malo
knjige,knjiga
neku,neki
ističe,isticati
u,u
zvijezda,zvijezda
hrvatska,hrvatska
odlučili,odlučiti
01,01
na,na
takvo,takav
mm,mm
su,biti
demantirao,demantirati
g,g
važan,važan
erozije,erozija
osobito,osobito
tom,taj
teme,tema
kolegom,kolega
žena,žena
očekuje,očekivati
povratku,povratak
online,online
si,sebe
svi,sav
vladati,vladati
bi,biti
u,u
pjesma,pjesma
prema,prema
v,v
vezao,vezati
često,često
scenarijima,scenarij
trebala,trebati
zaboli,zaboljeti
čekam,čekati
i,i
je,biti
pristup,pristup
je,biti
kako,kako
realnih,realan
učiniti,učiniti
obrane,obrana
na,na
što,što
sin,sin
puta,put
bio,biti
pad,pad
treći,treći
szo,szo
za,za
ni,ni
100,100
ona,on
prijedlozi,prijedlog
veze,veza
postavljanjem,postavljanje
smo,biti
obzira,obzir
moraju,morati
dobrovoljnog,dobrovoljan
majka,majka
antivirus,antivirus
mi,ja
na,na
oko,oko
iza,iza
odigrati,odigrati
oni,onaj
jednim,jedan
nego,nego
prošlih,prošli
laktozu,laktoza
taj,taj
ni,ni
za,za
pisca,pisac
44,44
dvije,dva
inače,inače
ali,ali
podravku,podravka
te,taj
dizajnerskoj,dizajnerski
nm,nm
brzina,brzina
jedinstven,jedinstven
zemlju,zemlja
gdje,gdje
prvom,prvi
mene,ja
drugog,drugi
je,biti
nekih,neki
prostora,prostor
jedan,jedan
početka,početak
pokušavaju,pokušavati
no,no
6,6
kao,kao
stupanj,stupanj
ne,ne
ekoloških,ekološki
ali,ali
medije,medij
ultrasi,ultrasi
sam,sam
tim,taj
obitelj,obitelj
albanije,albanija
je,biti
kojoj,koji
besplatno,besplatno
se,sebe
ga,on
lako,lako
kompilacije,kompilacija
od,od
uistinu,uistinu
ove,ovaj
svoj,svoj
a,a
kraja,kraj
i,i
sve,sav
te,te
uhićenjem,uhićenje
šest,šest
u,u
radili,raditi
kojima,koji
i,i
glavom,glava
se,sebe
dijelove,dio
već,već
tih,taj
iz,iz
je,biti
je,biti
ne,ne
je,biti
je,biti
ante,ante
u,u
oglas,oglas
vjetrenjača,vjetrenjača
demografsku,demografski
ropskog,ropski
prestati,prestati
snagu,snaga
kapacitetima,kapacitet
stručnjacima,stručnjak
broja,broj
treba,trebati
ipak,ipak
sam,biti
samo,samo
prvenstveno,prvenstveno
pitanje,pitanje
koje,koji
kolovoz,kolovoz
napretku,napredak
nego,nego
gradom,grad
se,sebe
prestigio,prestigio
moje,moj
koje,koji
pristupanje,pristupanje
je,biti
nafte,nafta
svoj,svoj
što,što
bogovi,bog
koncertom,koncert
stihova,stih
optimus,optimus
osjećao,osjećati
mi,ja
koje,koji
im,oni
koji,koji
jeziku,jezik
su,biti
ili,ili
boje,boja
pravilu,pravilo
i,i
stranica,stranica
i,i
i,i
zaista,zaista
pružanje,pružanje
poticajnih,poticajan
sveučilišta,sveučilište
prirodan,prirodan
za,za
od,od
sam,biti
i,i
osobne,osoban
podržani,podržati
komentari,komentar
o,o
su,biti
plan,plan
skrbi,skrb
na,na
pozdrav,pozdrav
isti,isti
kraj,kraj
sebe,sebe
teži,težak
ožujka,ožujak
time,taj
suradnja,suradnja
rizičnosti,rizičnost
imena,ime
skrivite,skriviti
negativnim,negativan
način,način
se,sebe
sekundi,sekunda
i,i
se,sebe
taj,taj
modelu,model
navodi,navoditi
zajednice,zajednica
u,u
kad,kad
umiješane,umiješati
buktinju,buktinja
piće,piće
ovaj,ovaj
do,do
inata,inat
ponuđena,ponuditi
zamotuljci,zamotuljak
ekonomske,ekonomski
rotor,rotor
da,da
ispričavamo,ispričavati
hoću,htjeti
sa,sa
jedan,jedan
nositi,nositi
dospio,dospjeti
i,i
će,htjeti
kolekcije,kolekcija
koji,koji
uključivanje,uključivanje
u,u
alkoholom,alkohol
nad,nad
njenim,njen
točno,točno
na,na
onda,onda
s,sa
a,a
ali,ali
maloljetnici,maloljetnik
kontraproduktivna,kontraproduktivan
u,u
na,na
zlonamjerno,zlonamjeran
se,sebe
koje,koji
stvara,stvarati
i,i
na,na
te,te
poslova,posao
ispaljen,ispaliti
na,na
valjda,valjda
kulturi,kultura
da,da
tako,tako
idealan,idealan
uglednijim,ugledan
mora,morati
potencijala,potencijal
razlučiti,razlučiti
veteranima,veteran
služiti,služiti
hdz,hdz
pokazala,pokazati
pogledajte,pogledati
i,i
moja,moj
to,taj
li,li
plaćenika,plaćenik
samostalne,samostalan
chair,chair
ima,imati
osim,osim
transparentni,transparentan
ala,al
održat,održati
točaka,točka
božanstava,božanstvo
istraživanja,istraživanje
novac,novac
eu,eu
raditi,raditi
stanje,stanje
ivo,ivo
smireno,smiriti
ispitivača,ispitivač
jugoistočna,jugoistočni
potreban,potreban
najsnažnija,snažan
gura,gurati
czss,czss
godine,godina
grupi,grupa
projekta,projekt
vrhunskih,vrhunski
pohodeći,pohoditi
recesijskih,recesijski
predavanja,predavanje
evo,evo
slatkišem,slatkiš
ni,ni
od,od
kornjače,kornjača
u,u
kuna,kuna
druge,drugi
razredu,razred
navelo,navesti
vlada,vlada
je,biti
pore,pora
čuvali,čuvati
spojler,spojler
osvojenih,osvojen
ulagača,ulagač
udaljenost,udaljenost
otključa,otključati
drago,drago
i,i
čega,što
je,biti
raspored,raspored
parachute,parachute
oglase,oglas
društvo,društvo
vrlo,vrlo
određenim,određen
u,u
sport,sport
predostrožnosti,predostrožnost
samo,samo
još,još
prijenos,prijenos
bosanski,bosanski
ne,ne
međutim,međutim
cmf,cmf
sa,sa
raditi,raditi
pištolja,pištolj
im,oni
bila,biti
svijeta,svijet
svojim,svoj
album,album
istim,isti
nizbrdo,nizbrdo
skakanje,skakanje
u,u
sastavljen,sastaviti
a,a
i,i
razredne,razredni
za,za
način,način
već,već
borac,borac
šute,šutiti
gubitak,gubitak
mi,ja
o,o
mozgova,mozg
pri,pri
dr,dr
sastoji,sastojati
industriji,industrija
važnosti,važnost
kad,kad
glasovanje,glasovanje
rockwoola,rockwool
je,biti
možemo,moći
kad,kad
preko,preko
ajfon,ajfon
imati,imati
volje,volja
irske,irski
akcije,akcija
mjera,mjera
mnoge,mnogi
za,za
te,te
sastavljač,sastavljač
da,da
će,htjeti
točno,točno
svi,sav
oružja,oružje
tvrtka,tvrtka
mogu,moći
carry,carry
na,na
mirno,mirno
rakiju,rakija
i,i
ne,ne
znatno,znatno
dogovore,dogovor
uspjela,uspjeti
ti,ti
si,biti
to,taj
tinejdžere,tinejdžer
rođendan,rođendan
teksta,tekst
razumije,razumjeti
protiv,protiv
čeka,čekati
otežanim,otežati
ohrabrujući,ohrabrivati
nas,mi
kazao,kazati
koje,koji
rezultiraju,rezultirati
a,a
ciparskih,ciparski
novi,nov
i,i
vladajuće,vladajući
milijuna,milijun
windows,windows
u,u
oko,oko
split,split
djeda,djed
možda,možda
52,52
a,a
mamuta,mamut
dok,dok
da,da
s,sa
stručnjake,stručnjak
orgulje,orgulje
ističu,isticati
priliku,prilika
prigodom,prigoda
toliko,toliko
ljudskih,ljudski
probio,probiti
u,u
da,da
prilika,prilika
bih,bih
oltara,oltar
većim,velik
i,i
niz,niz
obično,obično
fanovima,fan
nema,nemati
nego,nego
smanjiti,smanjiti
sad,sad
pametniji,pametan
inženjera,inženjer
programom,program
gradovima,grad
vijeća,vijeće
tjedna,tjedan
u,u
akademiji,akademija
premijer,premijer
od,od
baterije,baterija
mlađe,mlad
prijatelji,prijatelj
predsjednik,predsjednik
kazala,kazati
mu,on
većinom,većinom
repertoara,repertoar
tminom,tmina
tek,tek
za,za
i,i
je,biti
paralelno,paralelno
provjera,provjera
koje,koji
je,biti
na,na
kako,kako
vijestima,vijest
s,sa
ove,ovaj
koji,koji
kod,kod
na,na
izdavanjem,izdavanje
dovoljno,dovoljno
posljedice,posljedica
kožni,kožni
izvješća,izvješće
trepavice,trepavica
u,u
na,na
aglomeracije,aglomeracija
zaostaje,zaostajati
europske,europski
širenje,širenje
nakon,nakon
su,biti
namijenjeni,namijeniti
bilo,bilo
osmero,osmero
oni,oni
ne,ne
milijarde,milijarda
tijekom,tijekom
stupnjeva,stupanj
otkrio,otkriti
se,sebe
slabog,slab
top,top
činjenice,činjenica
obrane,obrana
u,u
vode,voda
nije,biti
u,u
način,način
bilo,biti
razvitka,razvitak
u,u
vas,vi
bilo,biti
u,u
krista,krist
belene,belene
je,on
baterije,baterija
bilo,biti
kao,kao
se,sebe
znam,znati
nisu,biti
je,biti
zakon,zakon
oko,oko
te,te
instituta,institut
odmora,odmor
i,i
slučaj,slučaj
i,i
vremena,vrijeme
ćete,htjeti
tiče,ticati
postavlja,postavljati
alergijske,alergijski
u,u
a,a
se,sebe
sretno,sretno
tartufi,tartuf
nekih,neki
i,i
u,u
da,da
kojoj,koji
duboko,dubok
forumu,forum
je,biti
lijeve,lijevi
osvojila,osvojiti
s,sa
odavno,odavno
mikrobiologije,mikrobiologija
zajedno,zajedno
javiš,javiti
mljeta,mljet
nije,biti
a,a
i,i
dio,dio
trgovinski,trgovinski
ostavku,ostavka
njihovu,njihov
jedan,jedan
sustavom,sustav
na,na
i,i
kuće,kuća
i,i
urađeno,uraditi
do,do
se,sebe
tijela,tijelo
kažem,kazati
društvo,društvo
puno,puno
pakiranja,pakiranje
obnove,obnova
zlaćani,zlaćan
svojih,svoj
predstavlja,predstavljati
također,također
do,do
za,za
ili,ili
klince,klinac
možete,moći
250000,250000
ključan,ključan
po,po
tjedna,tjedan
černomorec,černomorec
mihajlo,mihajlo
op,op
im,oni
što,što
stoji,stajati
turski,turski
biti,biti
je,biti
sjeveru,sjever
ona,onaj
propagiram,propagirati
a,a
u,u
je,biti
1000,1000
i,i
punu,pun
ugrožene,ugroziti
te,te
bilo,biti
pretvaranja,pretvaranje
istri,istra
tretman,tretman
ljudi,čovjek
kažeš,kazati
pojasu,pojas
prehrane,prehrana
ne,ne
se,sebe
nedavno,nedavno
jednom,jednom
jednostavno,jednostavan
kurti,kurti
spominjale,spominjati
dobiva,dobivati
smo,biti
koliko,koliko
prava,prav
će,htjeti
iz,iz
svibnju,svibanj
grad,grad
im,oni
samo,samo
kompletnu,kompletan
bilo,biti
oni,oni
koji,koji
prvoj,prvi
logici,logika
u,u
dana,dan
svoje,svoj
rumunjske,rumunjska
sad,sad
savjest,savjest
a,a
žaljenja,žaljenje
egzistenciju,egzistencija
vašeg,vaš
nije,biti
mnogi,mnogi
upload,upload
duga,dug
tjednih,tjedni
crvene,crven
ralf,ralf
obnovu,obnova
u,u
bivša,bivši
nakon,nakon
ga,on
vješale,vješati
način,način
i,i
jedina,jedini
djevojčica,djevojčica
u,u
izvoziti,izvoziti
posto,posto
da,da
će,htjeti
od,od
kraja,kraj
i,i
popularnim,popularan
u,u
